DEBUG [2020-03-14 00:02:42,379] - [DBLogicImpl$DBJobTaskImp.run.33    ] - DBJob.run(): command invoked: DbEventGetListXXXCmd{page_index=10, page_size=1, order_by='null', order_type='null', category_id=0, author='null', date=null, language_id=1, list=[]}
INFO [2020-03-14 00:02:46,466] - [XMLConfigExt.getInt.64             ] - [1] [CoreConfig] property: TOKEN_LOG_MAX_LENGTH = 50
INFO [2020-03-14 00:02:46,468] - [XMLConfigExt.getInt.64             ] - [1] [CoreConfig] property: RESPONSE_LOG_MAX_LENGTH = 500
INFO [2020-03-14 00:02:46,468] - [XMLConfigExt.getInt.64             ] - [1] [CoreConfig] property: URL_MESSAGE_SENDER_TIMEOUT = 20000
INFO [2020-03-14 00:02:46,468] - [XMLConfigExt.getString.44          ] - [1] [CoreConfig] property: ORDER_URL_API = http://localhost:10401/api
INFO [2020-03-14 00:02:46,469] - [XMLConfigExt.getString.44          ] - [1] [CoreConfig] property: CARD_URL_API = http://222.252.16.140:10403/card/partner/api
INFO [2020-03-14 00:02:46,478] - [AbsConfigUtils.init.46             ] - init config from config path: ./config/mail.xml
INFO [2020-03-14 00:02:46,478] - [AbsConfigUtils.init.55             ] - create java.io.File from config path: .\config\mail.xml
INFO [2020-03-14 00:02:46,491] - [AbsConfigUtils.load.98             ] - reload file: ./config/mail.xml, lastModified: 0, file.lastModified(): 1584113622873
INFO [2020-03-14 00:02:46,509] - [XMLConfigExt.getString.54          ] - [1] [MailConfig] property: MAIL(0).HOST = smtp.gmail.com
INFO [2020-03-14 00:02:46,510] - [XMLConfigExt.getInt.74             ] - [1] [MailConfig] property: MAIL(0).PORT = 587
INFO [2020-03-14 00:02:46,513] - [XMLConfigExt.getBoolean.94         ] - [1] [MailConfig] property: MAIL(0).SSL = false
INFO [2020-03-14 00:02:46,515] - [XMLConfigExt.getString.54          ] - [1] [MailConfig] property: MAIL(0).PROTOCOL = smtp
INFO [2020-03-14 00:02:46,516] - [XMLConfigExt.getString.54          ] - [1] [MailConfig] property: MAIL(0).FROM_PERSONAL = TENHIENTHI
INFO [2020-03-14 00:02:46,517] - [MailConfig.loadFroms.65            ] - [1] load config size FROMS: 1
INFO [2020-03-14 00:02:46,517] - [XMLConfigExt.getString.54          ] - [1] [MailConfig] property: MAIL(0).FROMS.FROM(0).FROM_MAIL(0) = kythuat@xx.vn
INFO [2020-03-14 00:02:46,518] - [XMLConfigExt.getString.54          ] - [1] [MailConfig] property: MAIL(0).FROMS.FROM(0).USERNAME(0) = kythuat@xx.vn
INFO [2020-03-14 00:02:46,518] - [XMLConfigExt.getString.54          ] - [1] [MailConfig] property: MAIL(0).FROMS.FROM(0).PASSWORD(0) = xxx
INFO [2020-03-14 00:02:46,519] - [MailConfig.loadFroms.79            ] - [1] add FROM to FROMS: FromMailEntity [fromMail=kythuat@xx.vn, username=kythuat@xx.vn, password=xxx]
INFO [2020-03-14 00:02:46,521] - [MailConfig.loadFroms.82            ] - [1] add FROM to FROMS: FromMailEntity [fromMail=kythuat@xx.vn, username=kythuat@xx.vn, password=xxx]
INFO [2020-03-14 00:02:46,521] - [MailConfig.loadFroms.90            ] - [1] load config FROMS: [FromMailEntity [fromMail=kythuat@xx.vn, username=kythuat@xx.vn, password=xxx]]
INFO [2020-03-14 00:02:47,021] - [DBLogicImpl.init.56                ] - Start DBLogic
INFO [2020-03-14 00:02:47,021] - [MainApplication.start.76           ] - base service package: com.xtel.vngolf.api.listener.service
INFO [2020-03-14 00:02:47,473] - [CustomizeFilter.init.24            ] - Initializing filter, config: {}org.eclipse.jetty.servlet.FilterHolder$Config@7a52f2a2
INFO [2020-03-14 00:02:49,235] - [MainApplication.start.84           ] - -----------------------------MODULE IS STARTED SUCCESS!-----------------------------
DEBUG [2020-03-14 00:02:56,522] - [AbsConfigUtils.load.119            ] - not reload file: ./config/mail.xml, lastModified: 1584113622873, file.lastModified(): 1584113622873
DEBUG [2020-03-14 00:03:06,523] - [AbsConfigUtils.load.119            ] - not reload file: ./config/mail.xml, lastModified: 1584113622873, file.lastModified(): 1584113622873
INFO [2020-03-14 00:03:14,960] - [CustomizeFilter.doFilter.30        ] - ===> New request: Request(GET //localhost:10000/api/view/event/list_xxx?page_index=1&page_size=10&language_id=1)@70995e0e
DEBUG [2020-03-14 00:03:15,094] - [AbsApiBaseParamReqTypeCmd.execute.17] - BEGIN_CMD transid: null, channel: null, request: [from_addr: 0:0:0:0:0:0:0:1, method: GET, path: /view/event/list_xxx, param: page_index=1&page_size=10&language_id=1, token: null]
DEBUG [2020-03-14 00:03:15,488] - [DbCallableCmd.invoke.35            ] - transid: null, channel: null, sqlCommand: {CALL EVENT_GET_LIST(?,?,?,?,?,?,?,?,?,?,?,?,?,?)}
DEBUG [2020-03-14 00:03:15,684] - [DBLogicImpl$DBJobTaskImp.run.33    ] - DBJob.run(): command invoked: DbEventGetListXXXCmd{page_index=10, page_size=1, order_by='null', order_type='null', category_id=0, author='null', date=null, language_id=1, list=[]}
DEBUG [2020-03-14 00:03:15,721] - [AbsApiBaseParamReqTypeCmd.execute.43] - END_CMD transid: null, channel: null, request: [from_addr: 0:0:0:0:0:0:0:1, method: GET, path: /view/event/list_xxx, param: page_index=1&page_size=10&language_id=1, token: null], cmd: com.xtel.vngolf.api.controller.channels.core.EventGetListXXXCmd [transid=null, channel=null], time: [626ms,0s,0ds,0m], response: {"error":{"code":0,"message":"SUCCESS"},"data":{"page_info":{"page_idx":1,"page_size":1,"total_record":1,"total_page":1,"begin_idx":10,"end_idx":0},"items":[]}}
DEBUG [2020-03-14 00:03:16,523] - [AbsConfigUtils.load.119            ] - not reload file: ./config/mail.xml, lastModified: 1584113622873, file.lastModified(): 1584113622873
INFO [2020-03-14 00:03:22,406] - [CustomizeFilter.doFilter.30        ] - ===> New request: Request(GET //localhost:10000/api/view/event/list_xxx?page_index=1&page_size=10&language_id=2)@70995e0e
DEBUG [2020-03-14 00:03:22,421] - [AbsApiBaseParamReqTypeCmd.execute.17] - BEGIN_CMD transid: null, channel: null, request: [from_addr: 0:0:0:0:0:0:0:1, method: GET, path: /view/event/list_xxx, param: page_index=1&page_size=10&language_id=2, token: null]
DEBUG [2020-03-14 00:03:22,427] - [DbCallableCmd.invoke.35            ] - transid: null, channel: null, sqlCommand: {CALL EVENT_GET_LIST(?,?,?,?,?,?,?,?,?,?,?,?,?,?)}
DEBUG [2020-03-14 00:03:22,516] - [DBLogicImpl$DBJobTaskImp.run.33    ] - DBJob.run(): command invoked: DbEventGetListXXXCmd{page_index=10, page_size=1, order_by='null', order_type='null', category_id=0, author='null', date=null, language_id=2, list=[]}
DEBUG [2020-03-14 00:03:22,533] - [AbsApiBaseParamReqTypeCmd.execute.43] - END_CMD transid: null, channel: null, request: [from_addr: 0:0:0:0:0:0:0:1, method: GET, path: /view/event/list_xxx, param: page_index=1&page_size=10&language_id=2, token: null], cmd: com.xtel.vngolf.api.controller.channels.core.EventGetListXXXCmd [transid=null, channel=null], time: [113ms,0s,0ds,0m], response: {"error":{"code":0,"message":"SUCCESS"},"data":{"page_info":{"page_idx":1,"page_size":1,"total_record":0,"total_page":0,"begin_idx":10,"end_idx":0},"items":[]}}
DEBUG [2020-03-14 00:03:26,522] - [AbsConfigUtils.load.119            ] - not reload file: ./config/mail.xml, lastModified: 1584113622873, file.lastModified(): 1584113622873
INFO [2020-03-14 00:03:29,163] - [CustomizeFilter.doFilter.30        ] - ===> New request: Request(GET //localhost:10000/api/view/event/list_xxx?page_index=1&page_size=10&language_id=1)@70995e0e
DEBUG [2020-03-14 00:03:29,166] - [AbsApiBaseParamReqTypeCmd.execute.17] - BEGIN_CMD transid: null, channel: null, request: [from_addr: 0:0:0:0:0:0:0:1, method: GET, path: /view/event/list_xxx, param: page_index=1&page_size=10&language_id=1, token: null]
DEBUG [2020-03-14 00:03:29,171] - [DbCallableCmd.invoke.35            ] - transid: null, channel: null, sqlCommand: {CALL EVENT_GET_LIST(?,?,?,?,?,?,?,?,?,?,?,?,?,?)}
DEBUG [2020-03-14 00:03:29,239] - [DBLogicImpl$DBJobTaskImp.run.33    ] - DBJob.run(): command invoked: DbEventGetListXXXCmd{page_index=10, page_size=1, order_by='null', order_type='null', category_id=0, author='null', date=null, language_id=1, list=[]}
DEBUG [2020-03-14 00:03:29,252] - [AbsApiBaseParamReqTypeCmd.execute.43] - END_CMD transid: null, channel: null, request: [from_addr: 0:0:0:0:0:0:0:1, method: GET, path: /view/event/list_xxx, param: page_index=1&page_size=10&language_id=1, token: null], cmd: com.xtel.vngolf.api.controller.channels.core.EventGetListXXXCmd [transid=null, channel=null], time: [86ms,0s,0ds,0m], response: {"error":{"code":0,"message":"SUCCESS"},"data":{"page_info":{"page_idx":1,"page_size":1,"total_record":1,"total_page":1,"begin_idx":10,"end_idx":0},"items":[]}}
DEBUG [2020-03-14 00:03:36,521] - [AbsConfigUtils.load.119            ] - not reload file: ./config/mail.xml, lastModified: 1584113622873, file.lastModified(): 1584113622873
DEBUG [2020-03-14 00:03:46,479] - [AbsConfigUtils.load.119            ] - not reload file: ./config/core.xml, lastModified: 1584113622871, file.lastModified(): 1584113622871
DEBUG [2020-03-14 00:03:46,522] - [AbsConfigUtils.load.119            ] - not reload file: ./config/mail.xml, lastModified: 1584113622873, file.lastModified(): 1584113622873
DEBUG [2020-03-14 00:03:56,523] - [AbsConfigUtils.load.119            ] - not reload file: ./config/mail.xml, lastModified: 1584113622873, file.lastModified(): 1584113622873
DEBUG [2020-03-14 00:04:06,523] - [AbsConfigUtils.load.119            ] - not reload file: ./config/mail.xml, lastModified: 1584113622873, file.lastModified(): 1584113622873
DEBUG [2020-03-14 00:04:16,523] - [AbsConfigUtils.load.119            ] - not reload file: ./config/mail.xml, lastModified: 1584113622873, file.lastModified(): 1584113622873
DEBUG [2020-03-14 00:04:26,522] - [AbsConfigUtils.load.119            ] - not reload file: ./config/mail.xml, lastModified: 1584113622873, file.lastModified(): 1584113622873
DEBUG [2020-03-14 00:04:36,523] - [AbsConfigUtils.load.119            ] - not reload file: ./config/mail.xml, lastModified: 1584113622873, file.lastModified(): 1584113622873
DEBUG [2020-03-14 00:04:46,479] - [AbsConfigUtils.load.119            ] - not reload file: ./config/core.xml, lastModified: 1584113622871, file.lastModified(): 1584113622871
DEBUG [2020-03-14 00:04:46,522] - [AbsConfigUtils.load.119            ] - not reload file: ./config/mail.xml, lastModified: 1584113622873, file.lastModified(): 1584113622873
DEBUG [2020-03-14 00:04:56,522] - [AbsConfigUtils.load.119            ] - not reload file: ./config/mail.xml, lastModified: 1584113622873, file.lastModified(): 1584113622873
DEBUG [2020-03-14 00:05:06,521] - [AbsConfigUtils.load.119            ] - not reload file: ./config/mail.xml, lastModified: 1584113622873, file.lastModified(): 1584113622873
DEBUG [2020-03-14 00:05:16,522] - [AbsConfigUtils.load.119            ] - not reload file: ./config/mail.xml, lastModified: 1584113622873, file.lastModified(): 1584113622873
DEBUG [2020-03-14 00:05:26,522] - [AbsConfigUtils.load.119            ] - not reload file: ./config/mail.xml, lastModified: 1584113622873, file.lastModified(): 1584113622873
DEBUG [2020-03-14 00:05:36,522] - [AbsConfigUtils.load.119            ] - not reload file: ./config/mail.xml, lastModified: 1584113622873, file.lastModified(): 1584113622873
INFO [2020-03-14 00:05:50,796] - [AbsConfigUtils.init.46             ] - init config from config path: ./config/init.xml
INFO [2020-03-14 00:05:50,800] - [AbsConfigUtils.init.55             ] - create java.io.File from config path: .\config\init.xml
INFO [2020-03-14 00:05:50,815] - [AbsConfigUtils.load.98             ] - reload file: ./config/init.xml, lastModified: 0, file.lastModified(): 1584113622871
INFO [2020-03-14 00:05:50,974] - [XMLConfigExt.getLong.104           ] - [1] [InitConfig] property: CHECK_RELOAD_CONFIG(0).INTERVAL_FOR_CORE_CONFIG_MS = 60000
INFO [2020-03-14 00:05:50,974] - [XMLConfigExt.getLong.104           ] - [1] [InitConfig] property: CHECK_RELOAD_CONFIG(0).INTERVAL_FOR_MAIL_CONFIG_MS = 10000
INFO [2020-03-14 00:05:50,977] - [AbsConfigUtils.init.46             ] - init config from config path: ./config/core.xml
INFO [2020-03-14 00:05:50,977] - [AbsConfigUtils.init.55             ] - create java.io.File from config path: .\config\core.xml
INFO [2020-03-14 00:05:50,979] - [AbsConfigUtils.load.98             ] - reload file: ./config/core.xml, lastModified: 0, file.lastModified(): 1584113622871
INFO [2020-03-14 00:05:50,989] - [XMLConfigExt.getInt.64             ] - [1] [CoreConfig] property: API_PORT = 10000
INFO [2020-03-14 00:05:50,989] - [XMLConfigExt.getString.44          ] - [1] [CoreConfig] property: CONTEXT_PATH = /api
INFO [2020-03-14 00:05:50,990] - [XMLConfigExt.getString.44          ] - [1] [CoreConfig] property: API_DAY_INPUT_FORMAT = dd-MM-yyyy
INFO [2020-03-14 00:05:50,990] - [XMLConfigExt.getString.44          ] - [1] [CoreConfig] property: API_DATE_TIME_INPUT_FORMAT = dd-MM-yyyy_HH:mm:ss
INFO [2020-03-14 00:05:50,990] - [XMLConfigExt.getString.44          ] - [1] [CoreConfig] property: API_DATE_TIME_OUTPUT_FORMAT = dd/MM/yyyy HH:mm:ss
INFO [2020-03-14 00:05:50,991] - [XMLConfigExt.getInt.64             ] - [1] [CoreConfig] property: TOKEN_LOG_MAX_LENGTH = 50
INFO [2020-03-14 00:05:50,991] - [XMLConfigExt.getInt.64             ] - [1] [CoreConfig] property: RESPONSE_LOG_MAX_LENGTH = 500
INFO [2020-03-14 00:05:50,991] - [XMLConfigExt.getInt.64             ] - [1] [CoreConfig] property: URL_MESSAGE_SENDER_TIMEOUT = 20000
INFO [2020-03-14 00:05:50,992] - [XMLConfigExt.getString.44          ] - [1] [CoreConfig] property: ORDER_URL_API = http://localhost:10401/api
INFO [2020-03-14 00:05:50,992] - [XMLConfigExt.getString.44          ] - [1] [CoreConfig] property: CARD_URL_API = http://222.252.16.140:10403/card/partner/api
INFO [2020-03-14 00:05:50,998] - [AbsConfigUtils.init.46             ] - init config from config path: ./config/mail.xml
INFO [2020-03-14 00:05:50,998] - [AbsConfigUtils.init.55             ] - create java.io.File from config path: .\config\mail.xml
INFO [2020-03-14 00:05:50,999] - [AbsConfigUtils.load.98             ] - reload file: ./config/mail.xml, lastModified: 0, file.lastModified(): 1584113622873
INFO [2020-03-14 00:05:51,009] - [XMLConfigExt.getString.54          ] - [1] [MailConfig] property: MAIL(0).HOST = smtp.gmail.com
INFO [2020-03-14 00:05:51,010] - [XMLConfigExt.getInt.74             ] - [1] [MailConfig] property: MAIL(0).PORT = 587
INFO [2020-03-14 00:05:51,012] - [XMLConfigExt.getBoolean.94         ] - [1] [MailConfig] property: MAIL(0).SSL = false
INFO [2020-03-14 00:05:51,013] - [XMLConfigExt.getString.54          ] - [1] [MailConfig] property: MAIL(0).PROTOCOL = smtp
INFO [2020-03-14 00:05:51,014] - [XMLConfigExt.getString.54          ] - [1] [MailConfig] property: MAIL(0).FROM_PERSONAL = TENHIENTHI
INFO [2020-03-14 00:05:51,016] - [MailConfig.loadFroms.65            ] - [1] load config size FROMS: 1
INFO [2020-03-14 00:05:51,017] - [XMLConfigExt.getString.54          ] - [1] [MailConfig] property: MAIL(0).FROMS.FROM(0).FROM_MAIL(0) = kythuat@xx.vn
INFO [2020-03-14 00:05:51,018] - [XMLConfigExt.getString.54          ] - [1] [MailConfig] property: MAIL(0).FROMS.FROM(0).USERNAME(0) = kythuat@xx.vn
INFO [2020-03-14 00:05:51,019] - [XMLConfigExt.getString.54          ] - [1] [MailConfig] property: MAIL(0).FROMS.FROM(0).PASSWORD(0) = xxx
INFO [2020-03-14 00:05:51,020] - [MailConfig.loadFroms.79            ] - [1] add FROM to FROMS: FromMailEntity [fromMail=kythuat@xx.vn, username=kythuat@xx.vn, password=xxx]
INFO [2020-03-14 00:05:51,021] - [MailConfig.loadFroms.82            ] - [1] add FROM to FROMS: FromMailEntity [fromMail=kythuat@xx.vn, username=kythuat@xx.vn, password=xxx]
INFO [2020-03-14 00:05:51,021] - [MailConfig.loadFroms.90            ] - [1] load config FROMS: [FromMailEntity [fromMail=kythuat@xx.vn, username=kythuat@xx.vn, password=xxx]]
INFO [2020-03-14 00:05:51,449] - [DBLogicImpl.init.56                ] - Start DBLogic
INFO [2020-03-14 00:05:51,449] - [MainApplication.start.76           ] - base service package: com.xtel.vngolf.api.listener.service
INFO [2020-03-14 00:05:51,892] - [CustomizeFilter.init.24            ] - Initializing filter, config: {}org.eclipse.jetty.servlet.FilterHolder$Config@7a52f2a2
INFO [2020-03-14 00:05:54,029] - [MainApplication.start.84           ] - -----------------------------MODULE IS STARTED SUCCESS!-----------------------------
INFO [2020-03-14 00:05:54,274] - [CustomizeFilter.doFilter.30        ] - ===> New request: Request(GET //localhost:10000/api/view/event/list_xxx?page_index=1&page_size=10&language_id=1)@45329cd5
DEBUG [2020-03-14 00:05:54,555] - [AbsApiBaseParamReqTypeCmd.execute.17] - BEGIN_CMD transid: null, channel: null, request: [from_addr: 0:0:0:0:0:0:0:1, method: GET, path: /view/event/list_xxx, param: page_index=1&page_size=10&language_id=1, token: null]
DEBUG [2020-03-14 00:05:55,397] - [DbCallableCmd.invoke.35            ] - transid: null, channel: null, sqlCommand: {CALL EVENT_GET_LIST(?,?,?,?,?,?,?,?,?,?,?,?,?,?)}
DEBUG [2020-03-14 00:05:55,837] - [DBLogicImpl$DBJobTaskImp.run.33    ] - DBJob.run(): command invoked: DbEventGetListXXXCmd{page_index=10, page_size=1, order_by='null', order_type='null', category_id=0, author='null', date=null, language_id=1, list=[]}
DEBUG [2020-03-14 00:05:55,871] - [AbsApiBaseParamReqTypeCmd.execute.43] - END_CMD transid: null, channel: null, request: [from_addr: 0:0:0:0:0:0:0:1, method: GET, path: /view/event/list_xxx, param: page_index=1&page_size=10&language_id=1, token: null], cmd: com.xtel.vngolf.api.controller.channels.core.EventGetListXXXCmd [transid=null, channel=null], time: [1325ms,1s,0ds,0m], response: {"error":{"code":0,"message":"SUCCESS"},"data":{"page_info":{"page_idx":10,"page_size":1,"total_record":1,"total_page":1,"begin_idx":10,"end_idx":0},"items":[]}}
DEBUG [2020-03-14 00:06:01,030] - [AbsConfigUtils.load.119            ] - not reload file: ./config/mail.xml, lastModified: 1584113622873, file.lastModified(): 1584113622873
DEBUG [2020-03-14 00:06:11,023] - [AbsConfigUtils.load.119            ] - not reload file: ./config/mail.xml, lastModified: 1584113622873, file.lastModified(): 1584113622873
DEBUG [2020-03-14 00:06:21,022] - [AbsConfigUtils.load.119            ] - not reload file: ./config/mail.xml, lastModified: 1584113622873, file.lastModified(): 1584113622873
DEBUG [2020-03-14 00:06:31,022] - [AbsConfigUtils.load.119            ] - not reload file: ./config/mail.xml, lastModified: 1584113622873, file.lastModified(): 1584113622873
DEBUG [2020-03-14 00:06:41,022] - [AbsConfigUtils.load.119            ] - not reload file: ./config/mail.xml, lastModified: 1584113622873, file.lastModified(): 1584113622873
DEBUG [2020-03-14 00:06:50,998] - [AbsConfigUtils.load.119            ] - not reload file: ./config/core.xml, lastModified: 1584113622871, file.lastModified(): 1584113622871
DEBUG [2020-03-14 00:06:51,024] - [AbsConfigUtils.load.119            ] - not reload file: ./config/mail.xml, lastModified: 1584113622873, file.lastModified(): 1584113622873
DEBUG [2020-03-14 00:07:01,023] - [AbsConfigUtils.load.119            ] - not reload file: ./config/mail.xml, lastModified: 1584113622873, file.lastModified(): 1584113622873
INFO [2020-03-14 00:07:08,286] - [AbsConfigUtils.init.46             ] - init config from config path: ./config/init.xml
INFO [2020-03-14 00:07:08,289] - [AbsConfigUtils.init.55             ] - create java.io.File from config path: .\config\init.xml
INFO [2020-03-14 00:07:08,292] - [AbsConfigUtils.load.98             ] - reload file: ./config/init.xml, lastModified: 0, file.lastModified(): 1584113622871
INFO [2020-03-14 00:07:08,486] - [XMLConfigExt.getLong.104           ] - [1] [InitConfig] property: CHECK_RELOAD_CONFIG(0).INTERVAL_FOR_CORE_CONFIG_MS = 60000
INFO [2020-03-14 00:07:08,487] - [XMLConfigExt.getLong.104           ] - [1] [InitConfig] property: CHECK_RELOAD_CONFIG(0).INTERVAL_FOR_MAIL_CONFIG_MS = 10000
INFO [2020-03-14 00:07:08,494] - [AbsConfigUtils.init.46             ] - init config from config path: ./config/core.xml
INFO [2020-03-14 00:07:08,494] - [AbsConfigUtils.init.55             ] - create java.io.File from config path: .\config\core.xml
INFO [2020-03-14 00:07:08,495] - [AbsConfigUtils.load.98             ] - reload file: ./config/core.xml, lastModified: 0, file.lastModified(): 1584113622871
INFO [2020-03-14 00:07:08,503] - [XMLConfigExt.getInt.64             ] - [1] [CoreConfig] property: API_PORT = 10000
INFO [2020-03-14 00:07:08,503] - [XMLConfigExt.getString.44          ] - [1] [CoreConfig] property: CONTEXT_PATH = /api
INFO [2020-03-14 00:07:08,503] - [XMLConfigExt.getString.44          ] - [1] [CoreConfig] property: API_DAY_INPUT_FORMAT = dd-MM-yyyy
INFO [2020-03-14 00:07:08,504] - [XMLConfigExt.getString.44          ] - [1] [CoreConfig] property: API_DATE_TIME_INPUT_FORMAT = dd-MM-yyyy_HH:mm:ss
INFO [2020-03-14 00:07:08,504] - [XMLConfigExt.getString.44          ] - [1] [CoreConfig] property: API_DATE_TIME_OUTPUT_FORMAT = dd/MM/yyyy HH:mm:ss
